Pressure,alpha_diversity,beta_similarity,beta_structure
Climate change,,0.6656841642595885,0.6211705153403762
Climate change,,0.2518481627284121,0.5009403459434091
Climate change,,1.0,0.0
Climate change,,-1.0,0.29512392515449715
Climate change,,0.4322932138604305,0.16967166596821534
Climate change,,-0.22772086569800676,0.0
Climate change,,-0.5571956667513063,0.6799190666387815
Climate change,,-0.35738866194652985,0.7891617085085258
Climate change,,0.34570506333384543,0.5366225469343271
Climate change,,-0.8591758820038404,0.7057280366334137
Climate change,,0.8762120357651824,0.0
Climate change,,-0.5017285142717525,0.22116240456928468
Climate change,,0.8695186230816855,1.148045100532992
Climate change,,-1.0,0.3601201465642897
Climate change,,1.0,0.1434998974879245
Climate change,,0.4075985451746339,0.41683171181388
Climate change,,0.33707804733733954,0.448997812276918
Climate change,,0.512351908923639,0.19818505691024818
Climate change,,0.4447429951944969,0.2810960371414529
Climate change,,-1.0,0.3819857834048493
Climate change,,0.520420240605708,0.1983006069916594
Climate change,,-0.18535135320366236,0.44918424236483273
Climate change,,0.39475014626501165,0.0
Climate change,,-0.2770013345163052,0.7322391213136838
Climate change,,0.10537829434858331,0.06188786303540422
Climate change,,0.94991853271313,0.06758826195192436
Climate change,,0.15469364971515143,0.0
Climate change,,-0.4905580981095768,0.9519321334821624
Climate change,,-0.47994010937233067,0.40709184044393704
Climate change,,-0.7834171164548888,0.0
Climate change,,0.08343902702350564,0.0
Climate change,,0.2555495129843896,0.5514240044490998
Climate change,,0.32151079068563654,0.46541867481721316
Climate change,,0.1587933373026092,0.0
Climate change,,0.17379788144591551,0.1528818994939362
Climate change,,-0.5191060553290717,0.0
Climate change,,-0.1916722511737966,0.6551173683705009
Climate change,,-0.7130377285198057,0.2773532933861407
Climate change,,0.5270814238041025,0.0
Climate change,,-0.03168247024674799,0.314563084459724
Climate change,,-0.841276488565546,0.5981990005227806
Climate change,,0.022614205944458197,0.538373723266904
Climate change,,0.49729449220992417,0.7720420068330633
Climate change,,0.8686986762163634,0.6697502395626889
Climate change,,0.6115859921462917,0.36181992467048285
Climate change,,-0.20497517606335858,0.26036169230968864
Climate change,,0.5281043061961374,0.37089522399162167
Climate change,,0.8192952134597006,0.7661071884273778
Climate change,,0.6086998224759166,0.7776986316347607
Climate change,,-0.7728808869076559,0.4156015051165025
Climate change,,-0.5519684283777255,0.0
Climate change,,0.2480588073660337,0.7774820260541973
Climate change,,0.21947143041268313,0.11629189247247296
Climate change,,0.6066345297363035,0.0
Climate change,,-0.749626415474542,0.030311979242199638
Climate change,,0.34672560232867244,0.20885546456749224
Climate change,,-0.8025124464631891,0.06304173565030108
Climate change,,-0.6124010443244408,0.14197563440717612
Climate change,,-0.106846065510004,1.2097320632441475
Climate change,,-0.2934963847421769,1.0482330159896007
Climate change,,-0.07901885184566453,0.18273679174709526
Climate change,,0.42795425613769333,0.3328802362836407
Climate change,,-0.0659187789324058,0.6617549055764083
Climate change,,-0.6783111803424705,0.0
Climate change,,-0.5339967257817687,0.2729448264260882
Climate change,,0.49266602390575953,0.48295564372478644
Climate change,,1.0,0.0
Climate change,,0.13935376699770574,0.754944165055443
Climate change,,0.8441813815558692,0.0
Climate change,,-0.4350234753410405,0.0
Climate change,,0.22429916914008136,1.1759711281399112
Climate change,,0.5813874012137519,0.684082620269437
Climate change,,0.5866266695245043,0.0
Climate change,,-0.580378179577857,0.6042108824514896
Climate change,,0.336839143933099,0.30645469769866285
Climate change,,-0.018462964005361977,0.0
Climate change,,-0.9524687385561801,0.0
Climate change,,-0.48625559682846675,0.0
Climate change,,0.32283104682776725,0.8959134217559951
Climate change,,0.449905907195631,0.0
Climate change,,-0.06411983690852907,0.7105915698591221
Climate change,,-0.22216754607118855,0.6569555946207667
Climate change,,0.3623271982654396,0.1469726849439779
Climate change,,0.5118904496808075,0.7833875237630978
Climate change,,-0.09643644033963285,0.0
Climate change,,-0.4478970193977955,0.0
Climate change,,-0.0009158013774808373,0.8469989628841458
Climate change,,-0.20476993608595068,0.7757524622972658
Climate change,,0.7905653189316344,1.7757251850384699
Climate change,,-0.8456496258004267,0.0
Climate change,,0.15015589414386898,0.07462430429543027
Climate change,,0.2132221507995647,1.9195779541608653
Climate change,,-0.5044187533276706,0.3297438772297527
Climate change,,-0.29810859803505835,0.2430628137648372
Climate change,,0.5269585708915397,0.6004902259732341
Climate change,,0.4109217452658388,0.3768983343365839
Climate change,,-0.03669600643769749,0.5328982422882219
Climate change,,-0.4825539395153064,1.1678071834625543
Climate change,,0.03422251762440668,1.0166568339296234
Climate change,,0.3033629764938289,1.4439823931942095
Climate change,,-0.23007936230362003,0.20397766007585827
Climate change,,0.35440405283311466,2.0668583930469584
Climate change,,0.7769437866775032,0.953279667468837
Climate change,,0.23608746331250458,0.4420287637347728
Climate change,,-0.17059566336135007,0.44659612650872593
Climate change,,-0.48363234231869007,0.5210823878489337
Climate change,,0.25159903642676,0.6224879399417156
Climate change,,0.4669510237106727,0.4980353710601955
Climate change,,0.587549587670055,0.0
Climate change,,1.0,1.5546223393092686
Climate change,,-0.0973545789605035,0.3623558931493341
Climate change,,-0.004516599687507849,1.0646693025546627
Climate change,,-0.6927614101383633,0.19344285916838586
Climate change,,-0.17331882016395234,0.4987459533283879
Climate change,,0.5344554531067387,0.6228100592767896
Climate change,,0.5665845194230804,0.0
Climate change,,-0.9087973784730138,0.0
Climate change,,-0.6836835989520004,0.0
Climate change,,-0.051875567966409596,0.08315387400502239
Climate change,,-0.003317437128672905,1.1641450172213295
Climate change,,-0.037470183027772476,0.5493543390623932
Climate change,,-0.7772614544525901,0.7678290853534846
Climate change,,-0.18004819357898105,0.32843823739259287
Climate change,,-0.1914023329009889,0.0
Climate change,,0.5583701034701624,0.037101632994412104
Climate change,,-0.7115908019618516,0.6442191526347054
Climate change,,-0.07076565525876602,0.6956222248773802
Climate change,,-0.4433654933132782,1.1904652909059137
Climate change,,1.0,0.04814161189296412
Climate change,,-0.1619508524018765,1.35819108023609
Climate change,,-0.8593325458088231,1.2072376121728354
Climate change,,-0.23251028280619213,0.0
Climate change,,-0.38595485169448307,0.0
Climate change,,0.25660929211023037,0.0
Climate change,,-0.4682484624790928,0.31922820606332614
Climate change,,-0.6924404595577883,1.0613774570914896
Climate change,,-0.08795973969413244,0.0
Climate change,,0.9721594574859362,0.700342628811619
Climate change,,-0.12236071142013166,0.0
Climate change,,0.3069942804968533,0.3327233095084901
Climate change,,-0.461326108462661,1.8049950987313605
Climate change,,0.5747833275805345,0.06077266888098859
Climate change,,-0.8016515819309691,0.24340577319380965
Climate change,,0.20105015842297208,1.1580335314085608
Climate change,,0.4135972143608082,0.5223691967344573
Climate change,,-0.3972755589134796,0.696668581686915
Climate change,,-0.3952095473131634,0.0
Climate change,,-0.2389189516359146,0.6718664474362602
Climate change,,1.0,0.3623510421111791
Climate change,,0.3412770830907868,0.0
Climate change,,0.4467637347691619,0.0
Climate change,,-0.8435711782145832,0.405196501225273
Climate change,,-0.24360144545008522,0.5721279296380544
Climate change,,-1.0,0.23364492214410457
Climate change,,-0.16250744793229077,0.0
Climate change,,0.30951027770411266,0.4258492474556434
Climate change,,0.8327317430843486,0.18171169982493332
Climate change,,1.0,0.4391754639598207
Climate change,,0.7286326085963956,0.0
Climate change,,-0.9489823229695751,0.35248076926246646
Climate change,,0.3984213802589268,0.28393565084613154
Climate change,,0.4280689279432264,0.6213176096858896
Habitat change,1.0,-0.647929952858421,0.7825572592492787
Habitat change,-0.001762717521049284,-0.15864034349554987,1.0396389939787978
Habitat change,-0.6717760758001471,-0.1641619901834468,0.873432595950415
Habitat change,0.3741379568180495,-0.2162244279367457,0.3375571572101296
Habitat change,-0.31332824302823714,-0.9345060589151106,0.6092796905764406
Habitat change,-0.542464273137939,0.34556295299166767,0.8676751679963114
Habitat change,-0.2596051698139805,-0.054571486191138927,0.0
Habitat change,-1.126506065980187,0.2050092333590457,1.08853199695026
Habitat change,-1.05616950254216,-1.0,0.44772268563431233
Habitat change,0.40867387181746184,-0.04322178515198459,0.9983213207218694
Habitat change,0.4933621449855201,-0.01965447600725999,0.8625927213676561
Habitat change,-1.093340024314924,-0.6580310035017849,0.0
Habitat change,0.258950410755598,-0.015322273027846896,0.6007596436300762
Habitat change,0.7387810310395433,-1.0,0.5150591746728251
Habitat change,-0.5674300162372015,-0.05319233298151955,0.22880922482884353
Habitat change,-0.5691703358019404,0.27297830022233766,0.6386151140066658
Habitat change,-0.4968126443109568,0.733842506182832,0.7786274664602321
Habitat change,-0.7908680133655314,0.7683281829574895,0.5341824701142214
Habitat change,-0.3108895037078125,0.32543882578800504,0.5073256224000442
Habitat change,1.0,-1.0,0.1011483493585204
Habitat change,-0.5317896108880472,0.8274615223881598,0.5040524959849046
Habitat change,-0.6418739173422306,-0.43329914926109214,0.0
Habitat change,-0.10608077574156743,0.30942836605944235,0.7181266750996794
Habitat change,-0.28212077535926616,0.5723679202996566,0.19093407237271653
Habitat change,-1.5521224715462907,-0.8187028390362932,0.26306231649763206
Habitat change,-0.8179344853589888,0.46019491240170246,0.8102439873382062
Habitat change,-0.3589847933064144,0.153139833072779,0.5795759219814189
Habitat change,-0.2479596627170615,0.3766687262372516,0.6846283159045298
Habitat change,0.48488052310961816,-0.7322946196856106,1.2689742206041537
Habitat change,0.47097419151485753,0.04390367485593756,0.5846124766498182
Habitat change,0.005945253109906179,0.2157795652578588,0.3974678185207131
Habitat change,0.9622761582511389,-0.5199309290340806,0.568634456369947
Habitat change,-0.01945590528685101,-0.7686169914794048,0.6507685620675485
Habitat change,1.0,-0.9694415327381869,0.5134764291610834
Habitat change,-0.07526453670889097,0.2794977839799306,0.0
Habitat change,0.8101138585309354,1.0,0.006401625797205601
Habitat change,0.2535873654240367,0.4067518369170583,0.6420248851421262
Habitat change,-0.5617298704949534,-0.19663876435896085,0.45207402498585364
Habitat change,-0.6585465754458668,-0.9075483448323869,0.0
Habitat change,-0.21960055104869308,-0.6353937062295787,0.5985897905967352
Habitat change,-0.8398119919433961,-0.1283897233051946,0.9691851350011085
Habitat change,-0.8524133435675345,0.4217966648784646,0.39119569873906945
Habitat change,-0.16116508304889632,-0.18905296025323018,0.32592925803188255
Habitat change,-0.5237944578550859,-0.14937830840388708,0.0
Habitat change,-0.5049463705123917,-0.22040934955863853,0.38800953466245414
Habitat change,-0.9219530449009826,0.20913322786373512,0.0
Habitat change,-0.22044647243591584,0.7649001235392336,0.37889643247677207
Habitat change,0.4650143246999108,0.22048855607549206,0.0
Habitat change,-0.4547158948790365,0.13558211076816692,0.05763060310317658
Habitat change,-0.7681530595047698,-0.29465889774105664,0.30835765722971786
Habitat change,-0.7972754861321731,0.5081957471071068,1.2359408816760473
Habitat change,0.2108226101540715,-0.42468511548743887,0.33971939000781026
Habitat change,0.32210509267275755,-0.6453234878531551,0.0
Habitat change,0.39342401051626197,-0.08537517856676247,0.43526712754879193
Habitat change,-0.4542559722944875,0.299272245103866,0.5971159439191689
Habitat change,-0.605004804899772,-0.05245887010885313,0.28301577645117915
Habitat change,1.0,-0.3264714326609881,0.4702023119854959
Habitat change,-0.7947183485431752,-1.0,0.4450909545584862
Habitat change,-0.24061746257572394,-0.24481604647041047,0.219312965694349
Habitat change,-0.5545682410987716,0.1490195452867569,0.5960390240363824
Habitat change,-1.692024829093107,0.9141882302998783,0.1723055576801959
Habitat change,-0.041284426713291245,0.2696879221986554,0.5915426590983195
Habitat change,-1.0507917499543704,-0.5108726716392812,0.1225262155202505
Habitat change,-0.1125148205540251,0.1586238687591918,0.0
Habitat change,-0.4828293425216457,-0.22695516010875985,0.3988060402468684
Habitat change,-0.4024031641083186,-1.0,0.3233976228456188
Habitat change,1.0,0.7277901309234205,1.1705279740323056
Habitat change,-0.11798537139841413,-0.7715772411345416,0.5542454157832428
Habitat change,0.5241599394258285,0.5354707617146885,0.9710339945134387
Habitat change,-0.19224931628918773,0.47303214547246203,0.9997764288345508
Habitat change,-0.3946550594669218,0.529035471324554,0.0
Habitat change,-1.1159234690923894,-0.8536509484166461,0.3571149248880653
Habitat change,-0.5997258486971886,0.6042384849002154,0.7781394604373397
Habitat change,-1.4575711804915081,-0.7391482793052486,0.8096167009212643
Habitat change,0.45471304615020147,-0.41914520812959716,0.0
Habitat change,0.5969970973115342,0.284151134839573,0.0
Habitat change,-0.21719889166671247,0.04465362251308544,0.4414595395007148
Habitat change,0.2127558254873767,0.856882208040612,0.0
Habitat change,-1.3067272693270247,0.014490015337301529,1.0023457193221272
Habitat change,-0.40863766232145415,-0.8031394421970972,1.2890854848736273
Habitat change,0.10374392638207347,-0.33719370000415744,0.11345699042896812
Habitat change,0.721827181210486,-0.27872045238675425,0.724082730620566
Habitat change,0.6189571587087475,0.7121816592025376,1.3702934808763296
Habitat change,-0.661930133701637,-0.3900472373330407,0.7074772885189209
Habitat change,-0.4449923867748693,-0.927715864716065,0.8069880122751893
Habitat change,0.44477242068810163,0.5243486685076757,0.7960977317755198
Habitat change,0.20566050200063501,0.20624397268196526,0.8564961922495035
Habitat change,-0.6027731764728289,-0.18454981129298975,0.0
Habitat change,0.14376659874227066,-0.8765213904765681,0.4707570701714774
Habitat change,-0.7473004394104714,1.0,0.2924899727205687
Habitat change,-0.40600685154797,0.011421632101532478,1.0282703165902194
Habitat change,0.12947517612954013,-0.1431148387339736,0.3871723714671027
Habitat change,-0.05455575624603837,-0.1021335673024834,1.247400122178902
Habitat change,-0.6298541175787422,1.0,0.08697313143125868
Habitat change,-0.1004537552918637,0.45110016204856346,1.4003289535004113
Habitat change,-0.09979923139277655,0.022842475164597822,0.0
Habitat change,-0.8369519751282204,0.7244257513704273,1.0757912048363738
Habitat change,-0.44810744996329865,-0.16681427121172537,0.08657866299203754
Habitat change,0.5406904957090122,0.4152708096785273,0.30503806754851076
Habitat change,0.18002535328953662,-0.02731410103012736,0.5584139067879448
Habitat change,-0.41334610490037516,0.3071036069935274,0.17589776123142076
Habitat change,-1.0508710757657038,0.25578418816742743,0.2748431629063741
Habitat change,0.008026265213900707,-0.2039094366528374,1.3597503893337417
Habitat change,-0.46209306439668696,-0.2726789683741796,0.427575953993241
Habitat change,-0.02130562586105786,0.7203735809535157,0.0
Habitat change,-0.1285845716658125,-0.04945141581191447,0.19464530512832345
Habitat change,0.4045364003190516,-0.8323303914092204,0.5014732603216867
Habitat change,1.0,-0.19150955453168117,0.6304143261527515
Habitat change,-0.8155060151614144,-1.0,0.9444521947910358
Habitat change,-0.6713486180875449,-0.536698030832057,1.1451616915719014
Habitat change,0.3730937602787264,0.0025927003722787806,0.0
Habitat change,0.05170849211812556,0.13909614399898307,0.0
Habitat change,-0.5088040058102751,-1.0,0.0
Habitat change,0.3359773576388806,0.42805369868661747,0.7759436652237164
Habitat change,0.15173044187711154,-0.8462447035756153,0.7005989956609501
Habitat change,0.2959598592455862,0.7110251583752079,0.0
Habitat change,-0.1814206203990834,0.006480024984655469,0.9479843930588582
Habitat change,-0.0238678086652635,-1.0,0.4771491470528218
Habitat change,-0.8613105047949072,-0.6592760417130283,0.41751585281242315
Habitat change,0.21255887326874195,0.04558245530190859,0.03203238111528095
Habitat change,-0.5889147228085723,-1.0,0.9671910815102661
Habitat change,0.5006906177314491,-0.5403605158423026,0.0
Habitat change,-1.725935166496121,-0.11807745071202252,0.0
Habitat change,-0.20315139693773987,-0.14261280319220004,1.014173636357689
Habitat change,-0.771497797961402,1.0,0.34043551966189356
Habitat change,-0.5589964553336753,-0.26411739228116965,0.0
Habitat change,0.41799318221537607,0.45456547666643105,0.0
Habitat change,-1.6459456134341215,-1.0,0.0
Habitat change,-0.23755013939444636,-0.3593077001261358,0.03797943760544731
Habitat change,0.1365933534097789,0.1690410472689803,1.5465976425803447
Habitat change,0.09338922588395826,-0.3240526972158768,0.10152049561839649
Habitat change,0.5907499434454393,0.2067566433076925,0.5634888439218385
Habitat change,0.5608636358180102,-0.30360880393130196,0.3205812581196444
Habitat change,0.1360284795120782,-0.1796898357768621,0.0
Habitat change,-0.1054783252634593,0.40740234446088863,0.7821680689969625
Habitat change,0.30190173631277917,-0.855160366321458,0.13467527180641536
Habitat change,-0.8978040445039067,-0.1262818360770905,0.7285841211219253
Habitat change,0.3125135985092218,0.018152714997050512,0.06866551366193435
Habitat change,0.40580089328519797,-0.047345719244179144,1.0373132392647548
Habitat change,0.18911224211891886,0.3633851360426296,0.5488441469936226
Habitat change,-0.23388227519706578,-0.0058583565158434395,0.0
Habitat change,-0.7982194632770687,0.24617623648877768,0.0
Habitat change,0.45687427980754325,0.4024063299164264,0.34691045437869067
Habitat change,0.3207642332080606,0.12926772522886548,0.88639158553857
Habitat change,0.05037134352455308,-1.0,1.015193340126733
Habitat change,-0.7936191480311535,0.2889591742998863,0.0
Habitat change,-0.5094160699488812,0.9711407813548179,0.1721914777637868
Habitat change,-0.8265371275702706,0.2857169152680919,0.7268537087163066
Habitat change,-1.4355951556825506,0.5978564033561768,0.15494690483712625
Habitat change,-0.6641571318973853,0.16582458700822952,0.0
Habitat change,-0.3874691599749637,-0.8820289633928164,0.6363617897692742
Habitat change,-0.1355897078096795,-0.0594430070119313,1.4003051039061027
Habitat change,-1.3948468358394988,-1.0,1.2170109261290198
Habitat change,0.4983947655003297,-0.24180187124822336,1.0015810665068836
Habitat change,-0.4975299709802041,-0.7147853965914457,1.3509245611024143
Habitat change,-1.0354550242004823,0.2831037005476865,0.9993002991609952
Habitat change,-0.4274961237625898,0.5027133286521235,0.886765525401275
Habitat change,-0.593705274527518,-0.3516827626825682,0.0
Habitat change,-0.36920209045854735,0.19721334297843895,0.07129330728812072
Habitat change,-0.4974942851933033,-0.7911558259082514,0.0
Habitat change,0.0908787648495043,0.46367142353676766,0.33817111628136276
Habitat change,0.08555257699541385,0.4236709145053312,0.46995555035516695
Habitat change,-0.9183435756186343,-0.7786652028149561,0.5386704263970059
Habitat change,-0.039773525325696946,-0.9455730202941428,1.2095409645862898
Habitat change,0.17426676952379216,-0.34869731469840354,0.6568004905589725
Habitat change,-0.3351639718928019,-0.25673115485793974,0.9268829738929847
Habitat change,-0.46968697257715364,0.30711765582378303,0.21866103763045802
Habitat change,-0.2704226639545684,-0.8970270364030015,0.8436580607825837
